UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Air temperature [K]_lag_1,Air temperature [K]_lag_3,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_3,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_3,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_3,Tool wear [min]_lag_5,torque_speed_interaction,failure_label
4361,L51540,L,1.0474519017225707,0.0636533963658965,0.023560992341901083,-0.42001677176876356,0.880567969596194,0,No Failure,302.04,0.05477225592155402,309.93999999999994,0.11401754252944836,1547.2,91.86511851622006,38.42,8.429827993500314,157.4,4.979959839194933,302.1,302.0,302.0,310.0,309.9,309.8,1531.0,1407.0,1280.0,38.0,52.8,57.3,161.0,154.0,147.0,55239.399999999994,0
4362,M19221,M,1.0474519017225707,0.0636533963658965,-0.8912340416484434,0.8239096488929353,0.9119893319611315,1,Heat Dissipation Failure,302.06000000000006,0.05477225592298361,310.0,0.10000000002348815,1493.2,96.31303130936728,41.86,8.149723921704462,160.2,5.1185935568273475,302.1,302.0,302.0,310.1,309.9,309.8,1543.0,1606.0,1649.0,35.8,34.5,31.0,164.0,156.0,152.0,66467.8,1
4363,L51542,L,1.0474519017225707,0.0636533963658965,-0.5119287836524469,0.663403013968845,0.9591213755085379,0,No Failure,302.08000000000004,0.044721359762980785,310.04,0.08944271912712924,1501.2,88.72541913115519,40.620000000000005,6.339716081971009,163.2,4.969909455915116,302.1,302.1,302.0,310.1,310.0,309.9,1379.0,1531.0,1407.0,48.2,38.0,52.8,166.0,161.0,154.0,67430.2,0
4364,H33777,H,1.0474519017225707,0.0636533963658965,1.7025445608241796,-1.5435632162373938,0.9905427378734756,0,No Failure,302.1,0.0,310.08000000000004,0.044721359606000224,1548.8,177.9668508458785,38.64,9.491469854558964,166.2,3.962322551231099,302.1,302.1,302.0,310.1,310.1,309.9,1447.0,1543.0,1606.0,46.6,35.8,34.5,169.0,164.0,156.0,45362.4,0
4365,H33778,H,1.0474519017225707,0.0636533963658965,0.42517832433766206,-1.0118849880513456,1.0690961437858195,0,No Failure,302.1,0.0,310.1,0.0,1565.6,179.82157823798335,37.02,10.286009916386499,169.2,4.658325879540263,302.1,302.1,302.1,310.1,310.1,310.0,1844.0,1379.0,1531.0,24.6,48.2,38.0,171.0,166.0,161.0,48288.5,0
4366,L51545,L,0.997455868094921,-0.003747489239670474,-0.5007727466525647,0.8840996369894685,1.1476495496981636,0,No Failure,302.08000000000004,0.044721359762980785,310.08000000000004,0.044721359606000224,1546.8,187.52386514787702,39.62,11.474842046843245,172.6,5.941380311004725,302.1,302.1,302.1,310.1,310.1,310.1,1615.0,1447.0,1543.0,29.9,46.6,35.8,176.0,169.0,164.0,70711.2,0
4367,L51546,L,0.997455868094921,-0.07114837484523745,-0.8410318751489733,1.1449229187411152,1.179070912063101,0,No Failure,302.06000000000006,0.05477225592298361,310.04,0.08944271912712924,1548.6,185.5432564120808,40.260000000000005,12.142816806655766,176.0,6.082762530297776,302.0,302.1,302.1,310.0,310.1,310.1,1449.0,1844.0,1379.0,48.8,24.6,48.2,181.0,171.0,166.0,71343.2,0
4368,H33781,H,0.997455868094921,-0.07114837484523745,-0.5119287836524469,0.28219975602413067,1.2104922744280389,0,No Failure,302.04,0.054772255921554026,310.0,0.10000000002348815,1548.6,185.5432564120808,39.49999999999999,11.75967686630894,179.2,5.67450438364397,302.0,302.1,302.1,309.9,310.1,310.1,1388.0,1615.0,1447.0,51.4,29.9,46.6,183.0,176.0,169.0,61931.6,0
4369,L51548,L,0.997455868094921,-0.003747489239670474,0.6985012308347772,-1.1422966289271685,1.2890456803403827,0,No Failure,302.02,0.044721359757728146,309.97999999999996,0.0836660026809954,1512.6,119.66745589340137,40.3,10.568348972285206,183.0,5.147815070492982,302.0,302.0,302.1,309.9,310.0,310.1,1447.0,1449.0,1844.0,42.8,48.8,24.6,185.0,181.0,171.0,47590.4,0
4370,H33783,H,0.997455868094921,-0.07114837484523745,1.094540544330597,-1.2827399344857475,1.3204670427053204,0,No Failure,302.0,0.0,309.94,0.05477225579115058,1536.6,152.78841579124762,39.760000000000005,11.277765736173176,186.2,4.658325879540276,302.0,302.0,302.1,310.0,309.9,310.1,1664.0,1388.0,1615.0,28.6,51.4,29.9,190.0,183.0,176.0,47192.0,0
4371,L51550,L,0.997455868094921,-0.07114837484523745,-1.2872733551442632,1.7668861290719644,1.3990204486176645,1,Heat Dissipation Failure,302.0,0.0,309.91999999999996,0.04472135959883306,1508.4,183.0199442683752,41.519999999999996,13.507479409571646,189.4,5.594640292279271,302.0,302.0,302.0,309.9,309.9,310.0,1735.0,1447.0,1449.0,27.2,42.8,48.8,192.0,185.0,181.0,75340.8,1
4372,L51551,L,0.997455868094921,-0.1385492604507661,-0.3278541731543898,0.0013131449069732513,1.430441810982602,0,No Failure,302.0,0.0,309.9,0.07071067814894537,1526.8,172.19378618289096,39.239999999999995,12.334017999014014,192.6,5.594640292279271,302.0,302.0,302.0,309.9,310.0,309.9,1308.0,1664.0,1388.0,57.6,28.6,51.4,197.0,190.0,183.0,59200.0,0
4373,M19232,M,0.9474598344672714,-0.27335103166186175,-0.556552931651976,0.17185144451381926,1.4618631733475396,0,No Failure,301.98,0.04472135975426769,309.84000000000003,0.15165750889432086,1525.2,173.15513275672532,39.02,12.264257009701062,195.8,4.658325879540276,302.0,302.0,302.0,309.8,309.9,309.9,1480.0,1735.0,1447.0,40.0,27.2,42.8,199.0,192.0,185.0,60006.3,0
4374,M19233,M,0.9474598344672714,-0.20595014605633308,-0.032219192657510165,-0.40998510708600777,1.508995216894946,0,No Failure,301.96,0.05477225591588302,309.78000000000003,0.1303840481185503,1499.0,155.9599307514567,40.48,11.092204469806795,198.6,4.505552130426932,301.9,302.0,302.0,309.6,309.9,310.0,1439.0,1308.0,1664.0,41.7,57.6,28.6,201.0,197.0,190.0,55034.7,0
4375,L51554,L,0.997455868094921,-0.20595014605633308,0.06818514034143008,-0.5203334185963199,1.5561272604423524,0,No Failure,301.96,0.05477225591588302,309.73999999999995,0.11401754252576253,1462.2,96.86433812296026,42.0,9.171968163922184,201.6,3.97492138286969,301.9,302.0,302.0,309.7,309.8,309.9,1533.0,1480.0,1735.0,35.9,40.0,27.2,204.0,199.0,192.0,53974.799999999996,0
4376,L51555,L,0.997455868094921,-0.20595014605633308,-0.696003394150504,-0.3698584483549854,1.58754862280729,0,No Failure,301.96,0.05477225591588302,309.7,0.07071067814302674,1483.4,58.79880951175094,37.739999999999995,2.9534725324609803,204.0,4.1231056256170175,302.0,301.9,302.0,309.7,309.6,309.9,1551.0,1439.0,1308.0,34.8,41.7,57.6,207.0,201.0,197.0,51328.2,0
4377,M19236,M,0.9474598344672714,-0.27335103166186175,0.06818514034143008,-0.5403967479618307,1.6189699851722277,0,No Failure,301.93999999999994,0.054772255914453435,309.65999999999997,0.05477225578039623,1497.6,65.91509690502755,36.660000000000004,2.9074043406449896,206.4,3.9749213828696903,302.0,301.9,302.0,309.7,309.7,309.8,1414.0,1533.0,1480.0,36.3,35.9,40.0,209.0,204.0,199.0,53664.600000000006,0
4378,M19237,M,0.8974638008396503,-0.27335103166186175,-0.5732869871517993,0.9041629663549801,1.666102028719634,0,No Failure,301.91999999999996,0.08366600275977551,309.65999999999997,0.05477225578039623,1497.0,66.59204156653537,38.120000000000005,6.124295877894985,209.0,3.8078865529312558,301.9,302.0,301.9,309.6,309.7,309.6,1551.0,1551.0,1439.0,34.6,34.8,41.7,211.0,207.0,201.0,70364.0,0
4379,M19238,M,0.9474598344672714,-0.27335103166186175,-0.8577659306487967,0.5831496965067996,1.7132340722670405,0,No Failure,301.91999999999996,0.08366600275977551,309.64,0.05477225577960101,1467.4,78.43022376609146,40.1,6.791170738539988,211.6,3.9749213828696903,301.8,302.0,301.9,309.6,309.7,309.7,1436.0,1414.0,1533.0,49.0,36.3,35.9,214.0,209.0,204.0,63432.99999999999,0
4380,M19239,M,0.8974638008396503,-0.3407519172674287,1.0778064888307737,-0.991821658685834,1.7603661158144468,0,No Failure,301.88,0.08366600275788845,309.6,0.07071067813996293,1503.6,142.37029184489012,39.16,7.9368129623925014,214.2,4.438468204233835,301.9,301.9,302.0,309.6,309.6,309.7,1385.0,1551.0,1551.0,45.8,34.6,34.8,217.0,211.0,207.0,52133.200000000004,0
4381,L51560,L,0.9474598344672714,-0.27335103166186175,-0.7183154681502685,0.9041629663549801,1.8074981593618533,0,No Failure,301.86,0.054772255908680595,309.58000000000004,0.04472135958272399,1502.8,143.00944024783536,41.7,8.780091115700449,217.0,4.743416490252014,301.8,301.8,302.0,309.5,309.6,309.7,1732.0,1436.0,1414.0,30.1,49.0,36.3,220.0,214.0,209.0,69090.0,0
4382,L51561,L,0.9474598344672714,-0.27335103166186175,-0.5175068021523881,0.3223264147551537,1.8389195217267909,0,No Failure,301.86,0.054772255908680595,309.58000000000004,0.04472135958272399,1481.8,141.8668389723236,43.42,7.83275175146016,219.8,4.438468204233835,301.9,301.9,301.9,309.6,309.6,309.6,1410.0,1385.0,1551.0,49.0,45.8,34.6,223.0,217.0,211.0,62467.200000000004,0
4383,L51562,L,0.8974638008396503,-0.3407519172674287,-0.07684334065703917,-0.03881351382404913,1.8703408840917284,0,No Failure,301.86,0.054772255908680595,309.56000000000006,0.05477225577644086,1499.6,140.25797660026038,41.540000000000006,7.266223228060225,222.4,3.9749213828696903,301.9,301.8,301.8,309.6,309.5,309.6,1446.0,1732.0,1436.0,43.2,30.1,49.0,225.0,220.0,214.0,60390.0,0
4384,L51563,L,0.8474677672120007,-0.3407519172674287,-1.3430535401436745,2.559387639009659,1.9017622464566661,1,Heat Dissipation Failure,301.82,0.08366600275509098,309.54,0.05477225577563396,1482.2,161.77515260385076,45.480000000000004,13.129242171580296,224.8,3.4928498393138327,301.8,301.9,301.9,309.5,309.6,309.6,1525.0,1410.0,1385.0,39.6,49.0,45.8,227.0,223.0,217.0,85019.0,1
4385,L51564,L,0.8974638008396503,-0.27335103166186175,-0.5342408576522114,0.2721680913413756,1.9331836088216037,0,No Failure,301.82,0.08366600275509098,309.56,0.05477225577644086,1424.4,82.33650466226507,48.0,10.355433356456059,227.0,3.1622776601675335,301.7,301.9,301.8,309.5,309.6,309.5,1298.0,1446.0,1732.0,65.5,43.2,30.1,229.0,225.0,220.0,61616.100000000006,0
4386,L51565,L,0.8974638008396503,-0.20595014605633308,-0.5398188761521525,0.5329913730930215,1.9646049711865412,1,Tool Wear Failure,301.8,0.07071067823786849,309.58000000000004,0.08366600267090193,1430.8,82.18089802380598,47.260000000000005,10.398221001690755,229.0,3.1622776601675335,301.8,301.8,301.9,309.6,309.5,309.6,1443.0,1525.0,1410.0,42.7,39.6,49.0,231.0,227.0,223.0,65322.6,1
4387,L51566,L,0.9474598344672714,-0.20595014605633308,1.005292248331539,-0.811251694396233,-1.6959837443286896,0,No Failure,301.8,0.07071067823786849,309.6,0.1000000000150803,1485.4,154.05940412710675,45.0,12.513992168768622,184.0,102.88342918079663,301.8,301.7,301.9,309.7,309.5,309.6,1442.0,1298.0,1446.0,45.3,65.5,43.2,233.0,229.0,225.0,54836.1,0
4388,L51567,L,0.997455868094921,-0.1385492604507661,-0.03779721115745129,-0.05887684318956068,-1.6645623819637518,0,No Failure,301.84,0.11401754258522401,309.65999999999997,0.11401754252433263,1486.8,154.5402860098272,44.96,12.535868537919598,139.0,125.98611034554561,301.9,301.8,301.8,309.7,309.6,309.5,1719.0,1443.0,1525.0,31.9,42.7,39.6,0.0,231.0,227.0,60360.799999999996,0
4389,L51568,L,0.997455868094921,-0.1385492604507661,0.9048879153325988,-1.2827399344857475,-1.6331410195988143,0,No Failure,301.9,0.10000000008822045,309.71999999999997,0.08366600267466288,1567.4,135.35619675507726,37.3,7.562076434419409,94.0,125.98611034554561,302.0,301.8,301.7,309.8,309.7,309.5,1532.0,1442.0,1298.0,39.4,45.3,65.5,2.0,233.0,229.0,46267.2,0
4390,M19249,M,1.0474519017225707,-0.003747489239670474,-1.0251064856470304,0.5129280437275106,-1.6017196572338768,1,Heat Dissipation Failure,301.96,0.11401754258936322,309.8,0.12247448715516346,1549.8,159.19704771131651,37.78,8.050900570743712,49.0,102.88342918079663,302.0,301.9,301.8,309.8,309.7,309.6,1701.0,1719.0,1443.0,27.2,31.9,42.7,4.0,0.0,231.0,61110.5,1
4391,M19250,M,1.0974479353501918,0.0636533963658965,-0.6569572646509162,0.5430230377757772,-1.5545876136864702,0,No Failure,302.04,0.11401754259212268,309.88,0.16431676726456945,1545.6,162.9840482992099,37.8,8.074342078460724,4.2,3.492849839313815,302.1,302.0,301.8,310.0,309.8,309.7,1355.0,1532.0,1442.0,45.1,39.4,45.3,6.0,2.0,233.0,64513.4,0
4392,M19251,M,1.0974479353501918,0.0636533963658965,-0.9525922451477957,1.1649862481066267,-1.507455570139064,1,Heat Dissipation Failure,302.1,0.10000000009608616,309.96,0.151657508896306,1475.4,144.12598655342893,41.739999999999995,9.203151634087202,6.6,3.9749213828696717,302.2,302.0,301.9,310.1,309.8,309.7,1421.0,1701.0,1719.0,45.4,27.2,31.9,9.0,4.0,0.0,70588.8,1
4393,L51572,L,1.0974479353501918,0.0636533963658965,-0.45057058015309454,0.5129280437275106,-1.4603235265916574,0,No Failure,302.14,0.08944271920919396,310.02000000000004,0.13038404812285065,1460.6,140.6175664701931,42.88,9.193856644520954,9.2,4.438468204233815,302.2,302.1,302.0,310.1,310.0,309.8,1368.0,1355.0,1532.0,51.6,45.1,39.4,12.0,6.0,2.0,65755.8,0
4394,M19253,M,1.0974479353501918,0.0636533963658965,0.1853235288401937,-0.5403967479618307,-1.42890216422672,0,No Failure,302.17999999999995,0.04472135977198857,310.08000000000004,0.04472135960780597,1434.8,87.15331319002838,44.36,6.120702574051633,11.8,4.438468204233815,302.2,302.2,302.0,310.1,310.1,309.8,1458.0,1421.0,1701.0,45.1,45.4,27.2,15.0,9.0,4.0,54391.200000000004,0
4395,L51574,L,1.0974479353501918,-0.003747489239670474,-0.31112011765456643,0.8740679723067134,-1.3817701206793134,0,No Failure,302.2,0.0,310.08000000000004,0.04472135960780597,1460.4,75.92957263147987,45.08,6.433272883999433,14.6,4.27784992724085,302.2,302.2,302.1,310.1,310.1,310.0,1572.0,1368.0,1355.0,34.6,51.6,45.1,17.0,12.0,6.0,72222.1,0
4396,L51575,L,1.1474439689778415,0.0636533963658965,-0.14377956265633265,0.04143980363799563,-1.3503487583143758,0,No Failure,302.21999999999997,0.04472135977561744,310.08000000000004,0.04472135960780597,1478.8,75.137873273065,44.08,6.751814570913679,17.2,3.962322551231102,302.2,302.2,302.2,310.0,310.1,310.1,1483.0,1458.0,1421.0,48.7,45.1,45.4,20.0,15.0,9.0,61125.2,0
4397,H33810,H,1.1474439689778415,0.0636533963658965,-0.8689219676486789,0.2922314207068864,-1.3189273959494383,0,No Failure,302.24,0.05477225593620728,310.08000000000004,0.04472135960780597,1481.8,69.71154854110742,42.339999999999996,5.292730864119399,19.6,3.646916505761346,302.3,302.2,302.2,310.1,310.1,310.1,1513.0,1572.0,1368.0,40.4,34.6,51.6,22.0,17.0,12.0,59330.7,0
4398,L51577,L,1.1974400026054626,0.13105428197142516,0.0012489183421365824,-0.22941514279640599,-1.2403739900370943,0,No Failure,302.28000000000003,0.08366600277688555,310.1,0.07071067815584425,1498.0,72.16647421066915,40.86,5.362182391526971,22.4,4.505552130426919,302.3,302.2,302.2,310.1,310.0,310.1,1383.0,1483.0,1458.0,42.9,48.7,45.1,24.0,20.0,15.0,58020.3,0
4399,M19258,M,1.1474439689778415,0.0636533963658965,0.13512136234072358,-0.21938347811365091,-1.2089526276721567,0,No Failure,302.3,0.07071067826588896,310.1,0.07071067815584425,1496.2,69.93711461019231,41.5,4.559056920022164,25.2,4.658325879540262,302.4,302.3,302.2,310.2,310.1,310.1,1539.0,1513.0,1572.0,37.7,40.4,34.6,29.0,22.0,17.0,59081.399999999994,0
4400,L51579,L,1.1474439689778415,0.0636533963658965,0.6371430273354248,-1.0319483174168569,-1.1618205841247502,0,No Failure,302.32,0.04472135978459112,310.12,0.04472135960980392,1530.2,97.72000818665117,37.7,4.958326330527426,28.0,4.949747468305283,302.3,302.3,302.2,310.1,310.1,310.0,1563.0,1383.0,1483.0,37.8,42.9,48.7,31.0,24.0,20.0,49094.1,0
4401,L51580,L,1.1474439689778415,0.0636533963658965,-1.0362625226469127,1.0947645953273368,-1.1303992217598127,1,Heat Dissipation Failure,302.32,0.04472135978459112,310.12,0.04472135960980392,1498.2,126.66964908769256,39.8,7.798076685952875,30.8,4.658325879540262,302.3,302.4,302.3,310.1,310.2,310.1,1653.0,1539.0,1513.0,29.7,37.7,40.4,34.0,29.0,22.0,68867.7,1
4402,H33815,H,1.0974479353501918,-0.003747489239670474,-0.3947903951536833,0.3624530734861761,-1.0989778593948751,0,No Failure,302.3,0.07071067826588896,310.1,0.07071067815584425,1515.2,112.22388337604066,39.940000000000005,7.873563361020332,33.6,3.6469165057613466,302.3,302.3,302.3,310.1,310.1,310.1,1353.0,1563.0,1383.0,50.9,37.8,42.9,36.0,31.0,24.0,64004.8,0
4403,H33816,H,1.1474439689778415,0.13105428197142516,-0.18282569215592054,-0.6206500654238761,-1.020424453482531,0,No Failure,302.28000000000003,0.0447213597810107,310.1,0.07071067815584425,1508.6,111.44191312068891,39.16,8.330846295545353,36.4,4.505552130426919,302.2,302.3,302.4,310.0,310.1,310.2,1468.0,1653.0,1539.0,43.6,29.7,37.7,38.0,34.0,29.0,50902.799999999996,0
4404,L51583,L,1.1474439689778415,0.0636533963658965,-0.8410318751489733,0.9944479484997806,-0.941871047570187,0,No Failure,302.28000000000003,0.0447213597810107,310.1,0.07071067815584425,1473.6,117.40655859022175,41.58,9.510888496875669,39.8,5.6745043836439635,302.3,302.3,302.3,310.2,310.1,310.1,1506.0,1353.0,1563.0,33.8,50.9,37.8,43.0,36.0,31.0,69261.2,0
4405,M19264,M,1.1974400026054626,0.13105428197142516,-0.29996408065468416,0.5931813611895553,-0.9104496852052494,0,No Failure,302.3,0.07071067826588896,310.12,0.0836660026853755,1440.0,66.02650982748646,44.82,6.834983540580199,43.0,6.082762530297773,302.3,302.2,302.3,310.1,310.0,310.1,1388.0,1468.0,1653.0,49.9,43.6,29.7,48.0,38.0,34.0,68161.5,0
4406,L51585,L,1.1974400026054626,0.13105428197142516,-1.1589789296456174,0.5530547024585329,-0.863317641657843,1,Heat Dissipation Failure,302.32,0.08366600277880318,310.14,0.08944271913040383,1435.6,73.57513166824212,43.739999999999995,6.011073115509587,46.4,5.941380311004722,302.4,302.3,302.3,310.2,310.2,310.1,1485.0,1506.0,1353.0,45.9,33.8,50.9,50.0,43.0,36.0,60560.5,1
4407,L51586,L,1.2474360362331123,0.19845516757699214,-1.186869022145323,1.857171111216765,-0.8318962792929054,1,Heat Dissipation Failure,302.38,0.08366600278171274,310.2,0.07071067815908341,1407.2,84.53224236940106,46.72,8.915828621053818,49.8,4.658325879540264,302.4,302.3,302.2,310.2,310.1,310.0,1331.0,1388.0,1468.0,45.5,49.9,43.6,53.0,48.0,38.0,77571.0,1
4408,L51587,L,1.1474439689778415,0.13105428197142516,-0.8075637641493265,1.5461895060513404,-0.8004749169279678,0,No Failure,302.38,0.08366600278171274,310.2,0.07071067815908341,1384.8,64.20046728801252,51.04,5.767841884102128,52.6,3.6469165057613506,302.5,302.4,302.3,310.3,310.2,310.2,1326.0,1485.0,1506.0,58.5,45.9,33.8,55.0,50.0,43.0,77227.59999999999,0
4409,L51588,L,1.1974400026054626,0.0636533963658965,2.622917613314465,-2.115368103154465,-0.7690535545630302,0,No Failure,302.4,0.07071067827161867,310.2,0.07071067815908341,1509.0,286.78127553938936,44.839999999999996,15.592882991929434,54.8,3.4928498393138203,302.3,302.4,302.3,310.2,310.2,310.1,1394.0,1331.0,1388.0,55.4,45.5,49.9,57.0,53.0,48.0,37970.1,0
4410,M19269,M,1.1974400026054626,0.0636533963658965,-1.008372430147207,1.4659361885892956,-0.7376321921980926,1,Heat Dissipation Failure,302.4,0.07071067827161867,310.18,0.08366600268702602,1483.6,294.9462662926913,46.58,16.213790426670823,57.0,3.1622776601675233,302.4,302.5,302.4,310.1,310.3,310.2,2009.0,1326.0,1485.0,18.9,58.5,45.9,59.0,55.0,50.0,74146.8,1
4411,L51590,L,1.2474360362331123,0.13105428197142516,0.2634157878393695,-0.7811567003479657,-0.6905001486506862,0,No Failure,302.41999999999996,0.08366600278365245,310.18,0.08366600268702602,1534.6,283.7988724431427,43.92,17.477042083831066,59.2,3.4928498393138203,302.4,302.3,302.4,310.1,310.2,310.2,1358.0,1394.0,1331.0,54.6,55.4,45.5,61.0,57.0,53.0,51069.200000000004,0
4412,L51591,L,1.2474360362331123,0.19845516757699214,0.8323736748333642,-0.8413466884444997,-0.6590787862857486,0,No Failure,302.41999999999996,0.08366600278365245,310.17999999999995,0.08366600268702602,1607.0,262.66708967816885,38.54,15.939510657482606,61.4,3.6469165057613506,302.5,302.4,302.5,310.2,310.1,310.3,1586.0,2009.0,1326.0,32.2,18.9,58.5,64.0,59.0,55.0,53340.8,0
4413,L51592,L,1.2974320698607618,0.33325693878808776,-0.49519472815262355,0.3223264147551537,-0.627657423920811,0,No Failure,302.48,0.08366600278656203,310.24,0.1673320053244359,1618.2,252.30378514798227,36.10000000000001,13.453252394867247,63.6,3.6469165057613506,302.5,302.4,302.3,310.3,310.1,310.2,1688.0,1358.0,1394.0,31.6,54.6,55.4,66.0,61.0,57.0,62640.00000000001,0
4414,M19273,M,1.3474281034883828,0.33325693878808776,-0.785251690149562,0.7336246667481341,-0.5962360615558734,0,No Failure,302.53999999999996,0.11401754260973457,310.32,0.1788854382174928,1496.0,137.59360450253206,41.78,9.902625914372504,65.8,3.4928498393138203,302.6,302.5,302.4,310.5,310.2,310.1,1450.0,1586.0,2009.0,43.2,32.2,18.9,68.0,64.0,59.0,66125.4,0
4415,L51594,L,1.3474281034883828,0.33325693878808776,-0.10473343315674478,-0.06890850787231645,-0.549104018008467,0,No Failure,302.6,0.10000000011622222,310.4,0.141421356260758,1528.4,114.029820661085,38.720000000000006,6.841564148643315,68.2,3.4928498393138203,302.7,302.5,302.4,310.5,310.3,310.1,1398.0,1688.0,1358.0,47.3,31.6,54.6,70.0,66.0,61.0,59735.99999999999,0
4416,L51595,L,1.2974320698607618,0.2658560531825208,-0.13820154415639155,0.2721680913413756,-0.5176826556435293,0,No Failure,302.62,0.08366600279328053,310.44,0.08944271913808978,1514.0,109.38921336219221,40.82,5.8844710892315355,70.4,3.6469165057613493,302.7,302.6,302.5,310.5,310.5,310.2,1520.0,1450.0,1586.0,39.3,43.2,32.2,73.0,68.0,64.0,64647.8,0
4417,M19276,M,1.2974320698607618,0.2658560531825208,-0.03779721115745129,-0.38992177772049624,-0.48626129327859174,0,No Failure,302.64,0.054772255965648754,310.46,0.054772255813579106,1482.8,57.10691726926968,41.720000000000006,4.234619227274381,72.6,3.6469165057613493,302.6,302.7,302.5,310.4,310.5,310.3,1514.0,1398.0,1688.0,42.7,47.3,31.6,75.0,70.0,66.0,55305.200000000004,0
4418,L51597,L,1.2974320698607618,0.2658560531825208,-0.9693263006476192,2.689799279885482,-0.4391292497311854,1,Power Failure,302.64,0.054772255965648754,310.44,0.0547722558127722,1465.8,78.10377711736616,46.44,12.115609765917785,75.0,3.807886552931242,302.6,302.7,302.6,310.4,310.5,310.5,1532.0,1520.0,1450.0,36.1,39.3,43.2,77.0,73.0,68.0,91182.0,1
4419,L51598,L,1.2974320698607618,0.19845516757699214,0.5757848238360724,-0.6808400535204094,-0.40770788736624775,0,No Failure,302.62,0.04472135981165191,310.4,0.07071067816562106,1514.6,98.67015759589732,43.620000000000005,13.43454502392999,77.4,3.6469165057613493,302.6,302.6,302.7,310.4,310.4,310.5,1365.0,1514.0,1398.0,66.8,42.7,47.3,80.0,75.0,70.0,54514.4,0
4420,M19279,M,1.2974320698607618,0.13105428197142516,6.343455952775195,-2.927932942457671,-0.37628652500131016,1,Power Failure,302.6,0.0,310.34000000000003,0.08944271913563426,1745.8,529.2676071705118,37.92,20.112110779328994,79.6,3.6469165057613493,302.6,302.6,302.7,310.3,310.4,310.5,1642.0,1532.0,1520.0,33.2,36.1,39.3,82.0,77.0,73.0,28900.800000000003,1
4421,H33834,H,1.2974320698607618,0.13105428197142516,1.8643070973224722,-1.8746081507683297,-0.32915448145390375,0,No Failure,302.6,0.0,310.3,0.10000000003099116,1817.6,514.0936685079862,33.64,21.093672036892986,82.0,3.807886552931242,302.6,302.6,302.6,310.2,310.4,310.4,2676.0,1365.0,1514.0,10.8,66.8,42.7,84.0,80.0,75.0,39894.9,0
4422,L51601,L,1.2974320698607618,0.13105428197142516,-1.192447040645264,2.2484060338442347,-0.25060107554155975,1,Heat Dissipation Failure,302.6,0.0,310.26,0.08944271913364783,1776.2,549.9288135749929,38.9,24.811892309938827,85.0,4.6904157598228515,302.6,302.6,302.6,310.2,310.3,310.4,1873.0,1642.0,1532.0,21.3,33.2,36.1,87.0,82.0,77.0,82680.0,1
4423,M19282,M,1.2974320698607618,0.13105428197142516,3.4484643513057516,-2.2859064027613107,-0.21917971317662216,0,No Failure,302.6,0.0,310.21999999999997,0.04472135961536086,1934.6,514.8196771686172,28.98,20.389752328069132,87.8,5.118593556827362,302.6,302.6,302.6,310.2,310.2,310.4,1325.0,2676.0,1365.0,62.4,10.8,66.8,92.0,84.0,80.0,37100.4,0
4424,M19283,M,1.2974320698607618,0.13105428197142516,0.13512136234072358,-0.09900350192058306,-0.17204766962921575,0,No Failure,302.6,0.0,310.2,0.0,1918.8,527.1102351501053,30.139999999999997,20.849652275277894,90.8,5.263078946775794,302.6,302.6,302.6,310.2,310.2,310.3,2157.0,1873.0,1642.0,17.2,21.3,33.2,94.0,87.0,82.0,60957.0,0
4425,M19284,M,1.2974320698607618,0.13105428197142516,0.51442662033672,-0.9015366765410335,-0.12491562608180934,0,No Failure,302.6,0.0,310.2,0.0,1709.8,317.1958385603431,34.17999999999999,17.915970529111757,94.0,4.949747468305287,302.6,302.6,302.6,310.2,310.2,310.2,1563.0,1325.0,2676.0,39.0,62.4,10.8,97.0,92.0,84.0,50561.0,0
4426,L51605,L,1.2474360362331123,0.13105428197142516,0.04587306634166558,-0.30966846025845146,-0.07778358253440293,0,No Failure,302.58000000000004,0.04472135980799444,310.2,0.0,1644.6,308.6532034500845,37.3,16.40701069665042,97.2,4.43846820423382,302.6,302.6,302.6,310.2,310.2,310.2,1631.0,2157.0,1873.0,31.0,17.2,21.3,100.0,94.0,87.0,57084.299999999996,0
4427,L51606,L,1.2974320698607618,0.19845516757699214,-0.3334321916543309,0.04143980363799563,-0.046362220169465326,0,No Failure,302.58000000000004,0.04472135980799444,310.21999999999997,0.04472135961533226,1675.4,274.5920610651358,32.9,9.481033698917063,99.8,4.43846820423382,302.5,302.6,302.6,310.2,310.2,310.2,1547.0,1563.0,1325.0,36.9,39.0,62.4,103.0,97.0,92.0,59751.6,0
